store,date,sales
3,2016-05-18,3333
3,2016-05-19,3675
3,2016-05-20,3869
3,2016-05-21,3997
3,2016-05-22,4280
3,2016-05-23,2935
3,2016-05-24,3353
3,2016-05-25,3442
3,2016-05-26,3602
3,2016-05-27,3912
3,2016-05-28,4153
3,2016-05-29,4362
3,2016-05-30,2834
3,2016-05-31,3334
3,2016-06-01,3641
3,2016-06-02,3844
3,2016-06-03,4120
3,2016-06-04,4384
3,2016-06-05,4664
3,2016-06-06,3082
3,2016-06-07,3624
3,2016-06-08,3568
3,2016-06-09,3905
3,2016-06-10,4006
3,2016-06-11,4363
3,2016-06-12,4572
3,2016-06-13,3130
3,2016-06-14,3578
3,2016-06-15,3695
3,2016-06-16,3857
3,2016-06-17,4147
3,2016-06-18,4364
3,2016-06-19,4523
3,2016-06-20,3016
3,2016-06-21,3585
3,2016-06-22,3632
3,2016-06-23,3851
3,2016-06-24,4141
3,2016-06-25,4341
3,2016-06-26,4619
3,2016-06-27,3083
3,2016-06-28,3621
3,2016-06-29,3757
3,2016-06-30,3823
3,2016-07-01,4384
3,2016-07-02,4590
3,2016-07-03,4791
3,2016-07-04,3319
3,2016-07-05,3830
3,2016-07-06,3756
3,2016-07-07,4110
3,2016-07-08,4417
3,2016-07-09,4627
3,2016-07-10,4909
3,2016-07-11,3234
3,2016-07-12,3889
3,2016-07-13,3885
3,2016-07-14,4149
3,2016-07-15,4374
3,2016-07-16,4513
3,2016-07-17,5004
3,2016-07-18,3307
3,2016-07-19,3858
3,2016-07-20,3828
3,2016-07-21,4219
3,2016-07-22,4415
3,2016-07-23,4686
3,2016-07-24,4872
3,2016-07-25,3369
3,2016-07-26,3683
3,2016-07-27,3796
3,2016-07-28,4150
3,2016-07-29,4310
3,2016-07-30,4703
3,2016-07-31,4846
3,2016-08-01,2816
3,2016-08-02,3425
3,2016-08-03,3383
3,2016-08-04,3565
3,2016-08-05,3921
3,2016-08-06,4117
3,2016-08-07,4254
3,2016-08-08,2938
3,2016-08-09,3429
3,2016-08-10,3447
3,2016-08-11,3591
3,2016-08-12,3811
3,2016-08-13,4071
3,2016-08-14,4331
3,2016-08-15,2898
3,2016-08-16,3397
3,2016-08-17,3447
3,2016-08-18,3569
3,2016-08-19,3792
3,2016-08-20,4122
3,2016-08-21,4348
3,2016-08-22,2866
3,2016-08-23,3409
3,2016-08-24,3441
3,2016-08-25,3559
3,2016-08-26,3853
3,2016-08-27,4117
3,2016-08-28,4279
3,2016-08-29,2952
3,2016-08-30,3441
3,2016-08-31,3484
3,2016-09-01,3405
3,2016-09-02,3531
3,2016-09-03,3750
3,2016-09-04,4079
3,2016-09-05,2721
3,2016-09-06,3228
3,2016-09-07,3171
3,2016-09-08,3343
3,2016-09-09,3575
3,2016-09-10,3879
3,2016-09-11,3987
3,2016-09-12,2756
3,2016-09-13,3147
3,2016-09-14,3086
3,2016-09-15,3343
3,2016-09-16,3729
3,2016-09-17,3891
3,2016-09-18,4046
3,2016-09-19,2743
3,2016-09-20,3097
3,2016-09-21,3181
3,2016-09-22,3469
3,2016-09-23,3638
3,2016-09-24,3693
3,2016-09-25,4035
3,2016-09-26,2759
3,2016-09-27,3102
3,2016-09-28,3152
3,2016-09-29,3339
3,2016-09-30,3610
3,2016-10-01,3548
3,2016-10-02,3683
3,2016-10-03,2478
3,2016-10-04,2957
3,2016-10-05,2983
3,2016-10-06,3109
3,2016-10-07,3350
3,2016-10-08,3537
3,2016-10-09,3708
3,2016-10-10,2548
3,2016-10-11,2972
3,2016-10-12,2909
3,2016-10-13,3100
3,2016-10-14,3353
3,2016-10-15,3558
3,2016-10-16,3797
3,2016-10-17,2415
3,2016-10-18,2828
3,2016-10-19,2968
3,2016-10-20,3185
3,2016-10-21,3313
3,2016-10-22,3497
3,2016-10-23,3623
3,2016-10-24,2518
3,2016-10-25,2937
3,2016-10-26,2852
3,2016-10-27,3204
3,2016-10-28,3344
3,2016-10-29,3540
3,2016-10-30,3623
3,2016-10-31,2440
3,2016-11-01,3115
3,2016-11-02,3230
3,2016-11-03,3296
3,2016-11-04,3613
3,2016-11-05,3819
3,2016-11-06,4043
3,2016-11-07,2568
3,2016-11-08,3083
3,2016-11-09,3100
3,2016-11-10,3346
3,2016-11-11,3586
3,2016-11-12,3730
3,2016-11-13,4109
3,2016-11-14,2804
3,2016-11-15,3185
3,2016-11-16,3106
3,2016-11-17,3310
3,2016-11-18,3541
3,2016-11-19,3824
3,2016-11-20,3911
3,2016-11-21,2708
3,2016-11-22,3107
3,2016-11-23,3160
3,2016-11-24,3334
3,2016-11-25,3551
3,2016-11-26,3692
3,2016-11-27,4030
3,2016-11-28,2799
3,2016-11-29,3159
3,2016-11-30,3069
3,2016-12-01,2368
3,2016-12-02,2554
3,2016-12-03,2732
3,2016-12-04,2823
3,2016-12-05,2016
3,2016-12-06,2224
3,2016-12-07,2203
3,2016-12-08,2377
3,2016-12-09,2561
3,2016-12-10,2763
3,2016-12-11,2794
3,2016-12-12,1990
3,2016-12-13,2222
3,2016-12-14,2244
3,2016-12-15,2417
3,2016-12-16,2489
3,2016-12-17,2619
3,2016-12-18,2893
3,2016-12-19,1906
3,2016-12-20,2244
3,2016-12-21,2271
3,2016-12-22,2475
3,2016-12-23,2553
3,2016-12-24,2822
3,2016-12-25,2853
3,2016-12-26,1919
3,2016-12-27,2196
3,2016-12-28,2226
3,2016-12-29,2419
3,2016-12-30,2571
3,2016-12-31,2687
3,2017-01-01,2753
3,2017-01-02,1855
3,2017-01-03,2152
3,2017-01-04,2107
3,2017-01-05,2287
3,2017-01-06,2431
3,2017-01-07,2552
3,2017-01-08,2671
3,2017-01-09,1801
3,2017-01-10,2078
3,2017-01-11,2073
3,2017-01-12,2283
3,2017-01-13,2547
3,2017-01-14,2535
3,2017-01-15,2705
3,2017-01-16,1860
3,2017-01-17,2079
3,2017-01-18,2212
3,2017-01-19,2338
3,2017-01-20,2488
3,2017-01-21,2573
3,2017-01-22,2756
3,2017-01-23,1743
3,2017-01-24,2095
3,2017-01-25,2080
3,2017-01-26,2290
3,2017-01-27,2398
3,2017-01-28,2532
3,2017-01-29,2716
3,2017-01-30,1826
3,2017-01-31,2066
3,2017-02-01,2322
3,2017-02-02,2547
3,2017-02-03,2636
3,2017-02-04,2843
3,2017-02-05,3031
3,2017-02-06,2052
3,2017-02-07,2408
3,2017-02-08,2356
3,2017-02-09,2446
3,2017-02-10,2674
3,2017-02-11,2964
3,2017-02-12,2964
3,2017-02-13,1932
3,2017-02-14,2383
3,2017-02-15,2312
3,2017-02-16,2520
3,2017-02-17,2686
3,2017-02-18,2807
3,2017-02-19,3034
3,2017-02-20,1968
3,2017-02-21,2370
3,2017-02-22,2326
3,2017-02-23,2482
3,2017-02-24,2627
3,2017-02-25,2804
3,2017-02-26,3052
3,2017-02-27,1952
3,2017-02-28,2373
3,2017-03-01,2789
3,2017-03-02,2943
3,2017-03-03,3203
3,2017-03-04,3370
3,2017-03-05,3668
3,2017-03-06,2374
3,2017-03-07,2742
3,2017-03-08,2875
3,2017-03-09,2983
3,2017-03-10,3227
3,2017-03-11,3403
3,2017-03-12,3698
3,2017-03-13,2362
3,2017-03-14,2772
3,2017-03-15,2825
3,2017-03-16,3016
3,2017-03-17,3262
3,2017-03-18,3389
3,2017-03-19,3543
3,2017-03-20,2457
3,2017-03-21,2767
3,2017-03-22,2824
3,2017-03-23,2945
3,2017-03-24,3164
3,2017-03-25,3330
3,2017-03-26,3648
3,2017-03-27,2392
3,2017-03-28,2866
3,2017-03-29,2768
3,2017-03-30,2953
3,2017-03-31,3299
3,2017-04-01,4035
3,2017-04-02,4061
3,2017-04-03,2792
3,2017-04-04,3252
3,2017-04-05,3273
3,2017-04-06,3513
3,2017-04-07,3672
3,2017-04-08,3898
3,2017-04-09,4261
3,2017-04-10,2797
3,2017-04-11,3325
3,2017-04-12,3320
3,2017-04-13,3451
3,2017-04-14,3647
3,2017-04-15,3945
3,2017-04-16,4164
3,2017-04-17,2859
3,2017-04-18,3250
3,2017-04-19,3307
3,2017-04-20,3449
3,2017-04-21,3691
3,2017-04-22,3998
3,2017-04-23,4258
3,2017-04-24,2802
3,2017-04-25,3198
3,2017-04-26,3275
3,2017-04-27,3539
3,2017-04-28,3754
3,2017-04-29,3932
3,2017-04-30,4157
3,2017-05-01,2936
3,2017-05-02,3527
3,2017-05-03,3578
3,2017-05-04,3756
3,2017-05-05,4053
3,2017-05-06,4254
3,2017-05-07,4502
3,2017-05-08,2971
3,2017-05-09,3583
3,2017-05-10,3597
3,2017-05-11,3805
3,2017-05-12,3972
3,2017-05-13,4219
3,2017-05-14,4498
3,2017-05-15,3047
3,2017-05-16,3508
3,2017-05-17,3485
3,2017-05-18,3738
3,2017-05-19,4135
3,2017-05-20,4314
3,2017-05-21,4505
3,2017-05-22,3015
3,2017-05-23,3545
3,2017-05-24,3614
3,2017-05-25,3854
3,2017-05-26,4070
3,2017-05-27,4288
3,2017-05-28,4532
3,2017-05-29,2940
3,2017-05-30,3519
3,2017-05-31,3566
3,2017-06-01,3945
3,2017-06-02,4340
3,2017-06-03,4578
3,2017-06-04,4970
3,2017-06-05,3220
3,2017-06-06,3749
3,2017-06-07,3997
3,2017-06-08,4049
3,2017-06-09,4225
3,2017-06-10,4489
3,2017-06-11,4898
3,2017-06-12,3229
3,2017-06-13,3704
3,2017-06-14,3688
3,2017-06-15,4063
3,2017-06-16,4177
3,2017-06-17,4547
3,2017-06-18,4733
3,2017-06-19,3226
3,2017-06-20,3780
3,2017-06-21,3839
3,2017-06-22,3940
3,2017-06-23,4189
3,2017-06-24,4474
3,2017-06-25,4826
3,2017-06-26,3194
3,2017-06-27,3730
3,2017-06-28,3743
3,2017-06-29,3957
3,2017-06-30,4174
3,2017-07-01,4914
3,2017-07-02,5157
3,2017-07-03,3441
3,2017-07-04,3978
3,2017-07-05,3978
3,2017-07-06,4232
3,2017-07-07,4580
3,2017-07-08,4664
3,2017-07-09,5078
3,2017-07-10,3345
3,2017-07-11,4005
3,2017-07-12,3928
3,2017-07-13,4205
3,2017-07-14,4534
3,2017-07-15,4814
3,2017-07-16,5049
3,2017-07-17,3417
3,2017-07-18,3862
3,2017-07-19,4011
3,2017-07-20,4260
3,2017-07-21,4536
3,2017-07-22,4847
3,2017-07-23,5183
3,2017-07-24,3282
3,2017-07-25,3983
3,2017-07-26,4004
3,2017-07-27,4228
3,2017-07-28,4567
3,2017-07-29,4860
3,2017-07-30,5099
3,2017-07-31,3328
3,2017-08-01,3538
3,2017-08-02,3428
3,2017-08-03,3701
3,2017-08-04,4101
3,2017-08-05,4303
3,2017-08-06,4524
3,2017-08-07,3047
3,2017-08-08,3511
3,2017-08-09,3495
3,2017-08-10,3729
3,2017-08-11,3956
3,2017-08-12,4354
3,2017-08-13,4471
3,2017-08-14,2892
3,2017-08-15,3502
3,2017-08-16,3569
3,2017-08-17,3730
3,2017-08-18,4032
3,2017-08-19,4186
3,2017-08-20,4516
3,2017-08-21,2966
3,2017-08-22,3497
3,2017-08-23,3489
3,2017-08-24,3708
3,2017-08-25,3990
3,2017-08-26,4202
3,2017-08-27,4495
3,2017-08-28,3021
3,2017-08-29,3458
3,2017-08-30,3519
3,2017-08-31,3633
3,2017-09-01,3684
3,2017-09-02,4074
3,2017-09-03,4195
3,2017-09-04,2747
3,2017-09-05,3275
3,2017-09-06,3225
3,2017-09-07,3513
3,2017-09-08,3866
3,2017-09-09,3931
3,2017-09-10,4272
3,2017-09-11,2839
3,2017-09-12,3218
3,2017-09-13,3221
3,2017-09-14,3529
3,2017-09-15,3694
3,2017-09-16,3969
3,2017-09-17,4175
3,2017-09-18,2844
3,2017-09-19,3261
3,2017-09-20,3374
3,2017-09-21,3534
3,2017-09-22,3656
3,2017-09-23,4003
3,2017-09-24,4120
3,2017-09-25,2832
3,2017-09-26,3207
3,2017-09-27,3317
3,2017-09-28,3402
3,2017-09-29,3702
3,2017-09-30,3921
3,2017-10-01,3835
3,2017-10-02,2541
3,2017-10-03,3016
3,2017-10-04,3110
3,2017-10-05,3110
3,2017-10-06,3407
3,2017-10-07,3691
3,2017-10-08,3900
3,2017-10-09,2663
3,2017-10-10,3086
3,2017-10-11,3024
3,2017-10-12,3099
3,2017-10-13,3543
3,2017-10-14,3691
3,2017-10-15,3845
3,2017-10-16,2654
3,2017-10-17,3048
3,2017-10-18,3057
3,2017-10-19,3301
3,2017-10-20,3458
3,2017-10-21,3666
3,2017-10-22,3896
3,2017-10-23,2526
3,2017-10-24,3072
3,2017-10-25,2979
3,2017-10-26,3170
3,2017-10-27,3368
3,2017-10-28,3665
3,2017-10-29,3964
3,2017-10-30,2684
3,2017-10-31,2914
3,2017-11-01,3271
3,2017-11-02,3454
3,2017-11-03,3768
3,2017-11-04,4011
3,2017-11-05,4123
3,2017-11-06,2890
3,2017-11-07,3310
3,2017-11-08,3256
3,2017-11-09,3600
3,2017-11-10,3627
3,2017-11-11,3833
3,2017-11-12,4173
3,2017-11-13,2829
3,2017-11-14,3232
3,2017-11-15,3282
3,2017-11-16,3461
3,2017-11-17,3765
3,2017-11-18,3957
3,2017-11-19,4130
3,2017-11-20,2774
3,2017-11-21,3337
3,2017-11-22,3299
3,2017-11-23,3657
3,2017-11-24,3761
3,2017-11-25,3985
3,2017-11-26,4156
3,2017-11-27,2953
3,2017-11-28,3239
3,2017-11-29,3253
3,2017-11-30,3534
3,2017-12-01,2664
3,2017-12-02,2812
3,2017-12-03,2974
3,2017-12-04,1979
3,2017-12-05,2369
3,2017-12-06,2271
3,2017-12-07,2523
3,2017-12-08,2755
3,2017-12-09,2778
3,2017-12-10,2984
3,2017-12-11,2003
3,2017-12-12,2328
3,2017-12-13,2349
3,2017-12-14,2488
3,2017-12-15,2764
3,2017-12-16,2856
3,2017-12-17,2966
3,2017-12-18,2047
3,2017-12-19,2294
3,2017-12-20,2312
3,2017-12-21,2495
3,2017-12-22,2713
3,2017-12-23,2834
3,2017-12-24,3067
3,2017-12-25,1999
3,2017-12-26,2362
3,2017-12-27,2365
3,2017-12-28,2479
3,2017-12-29,2646
3,2017-12-30,2885
3,2017-12-31,3086
4,2013-01-01,1423
4,2013-01-02,1432
4,2013-01-03,1534
4,2013-01-04,1685
4,2013-01-05,1649
4,2013-01-06,1927
4,2013-01-07,1268
4,2013-01-08,1431
4,2013-01-09,1471
4,2013-01-10,1475
4,2013-01-11,1652
4,2013-01-12,1723
4,2013-01-13,1866
4,2013-01-14,1241
4,2013-01-15,1388
4,2013-01-16,1362
4,2013-01-17,1509
4,2013-01-18,1659
4,2013-01-19,1721
4,2013-01-20,1880
4,2013-01-21,1259
4,2013-01-22,1434
4,2013-01-23,1415
4,2013-01-24,1466
4,2013-01-25,1654
4,2013-01-26,1713
4,2013-01-27,1806
4,2013-01-28,1241
4,2013-01-29,1446
4,2013-01-30,1459
4,2013-01-31,1531
4,2013-02-01,1838
4,2013-02-02,1972
4,2013-02-03,2098
4,2013-02-04,1399
4,2013-02-05,1542
4,2013-02-06,1619
4,2013-02-07,1733
4,2013-02-08,1911
4,2013-02-09,1958
4,2013-02-10,2043
4,2013-02-11,1262
4,2013-02-12,1542
4,2013-02-13,1718
4,2013-02-14,1774
4,2013-02-15,1830
4,2013-02-16,1985
4,2013-02-17,2066
4,2013-02-18,1324
4,2013-02-19,1665
4,2013-02-20,1571
4,2013-02-21,1725
4,2013-02-22,1883
4,2013-02-23,1906
4,2013-02-24,2097
4,2013-02-25,1402
4,2013-02-26,1619
4,2013-02-27,1624
4,2013-02-28,1700
4,2013-03-01,2179
4,2013-03-02,2397
4,2013-03-03,2450
4,2013-03-04,1634
4,2013-03-05,1835
4,2013-03-06,1930
4,2013-03-07,2015
4,2013-03-08,2134
4,2013-03-09,2226
4,2013-03-10,2419
4,2013-03-11,1631
4,2013-03-12,1861
4,2013-03-13,1987
4,2013-03-14,2118
4,2013-03-15,2194
4,2013-03-16,2280
4,2013-03-17,2475
4,2013-03-18,1597
4,2013-03-19,1903
4,2013-03-20,1846
4,2013-03-21,2020
4,2013-03-22,2126
4,2013-03-23,2329
4,2013-03-24,2389
4,2013-03-25,1630
4,2013-03-26,1874
4,2013-03-27,1927
4,2013-03-28,2115
4,2013-03-29,2170
4,2013-03-30,2382
4,2013-03-31,2449
4,2013-04-01,1788
4,2013-04-02,2265
4,2013-04-03,2195
4,2013-04-04,2384
4,2013-04-05,2496
4,2013-04-06,2670
4,2013-04-07,2912
4,2013-04-08,1849
4,2013-04-09,2230
4,2013-04-10,2241
4,2013-04-11,2442
4,2013-04-12,2487
4,2013-04-13,2659
4,2013-04-14,2833
4,2013-04-15,1949
4,2013-04-16,2302
4,2013-04-17,2266
4,2013-04-18,2424
4,2013-04-19,2600
4,2013-04-20,2723
4,2013-04-21,2919
4,2013-04-22,1903
4,2013-04-23,2228
4,2013-04-24,2337
4,2013-04-25,2408
4,2013-04-26,2652
4,2013-04-27,2617
4,2013-04-28,2918
4,2013-04-29,1929
4,2013-04-30,2175
4,2013-05-01,2401
4,2013-05-02,2597
4,2013-05-03,2778
4,2013-05-04,2824
4,2013-05-05,3150
4,2013-05-06,2054
4,2013-05-07,2380
4,2013-05-08,2374
4,2013-05-09,2628
4,2013-05-10,2767
4,2013-05-11,2865
4,2013-05-12,3104
4,2013-05-13,2023
4,2013-05-14,2330
4,2013-05-15,2479
4,2013-05-16,2490
4,2013-05-17,2736
4,2013-05-18,2841
4,2013-05-19,3115
4,2013-05-20,2051
4,2013-05-21,2442
4,2013-05-22,2454
4,2013-05-23,2483
4,2013-05-24,2823
4,2013-05-25,2918
4,2013-05-26,3088
4,2013-05-27,2147
4,2013-05-28,2374
4,2013-05-29,2429
4,2013-05-30,2595
4,2013-05-31,2747
4,2013-06-01,3081
4,2013-06-02,3385
4,2013-06-03,2162
4,2013-06-04,2509
4,2013-06-05,2527
4,2013-06-06,2685
4,2013-06-07,2917
4,2013-06-08,3091
4,2013-06-09,3210
4,2013-06-10,2112
4,2013-06-11,2541
4,2013-06-12,2614
4,2013-06-13,2674
4,2013-06-14,2977
4,2013-06-15,3202
4,2013-06-16,3288
4,2013-06-17,2256
4,2013-06-18,2576
4,2013-06-19,2501
4,2013-06-20,2783
4,2013-06-21,2899
4,2013-06-22,3114
4,2013-06-23,3342
4,2013-06-24,2292
4,2013-06-25,2555
4,2013-06-26,2538
4,2013-06-27,2717
4,2013-06-28,2884
4,2013-06-29,3194
4,2013-06-30,3274
4,2013-07-01,2297
4,2013-07-02,2676
4,2013-07-03,2721
4,2013-07-04,2984
4,2013-07-05,3096
4,2013-07-06,3274
4,2013-07-07,3423
4,2013-07-08,2347
4,2013-07-09,2832
4,2013-07-10,2746
4,2013-07-11,2943
4,2013-07-12,3077
4,2013-07-13,3257
4,2013-07-14,3517
4,2013-07-15,2287
4,2013-07-16,2676
4,2013-07-17,2755
4,2013-07-18,2935
4,2013-07-19,3165
4,2013-07-20,3274
4,2013-07-21,3535
4,2013-07-22,2302
4,2013-07-23,2666
4,2013-07-24,2705
4,2013-07-25,2845
4,2013-07-26,3061
4,2013-07-27,3367
4,2013-07-28,3566
4,2013-07-29,2304
4,2013-07-30,2715
4,2013-07-31,2729
4,2013-08-01,2556
4,2013-08-02,2650
4,2013-08-03,2938
4,2013-08-04,3045
4,2013-08-05,2075
4,2013-08-06,2424
4,2013-08-07,2417
4,2013-08-08,2540
4,2013-08-09,2623
4,2013-08-10,2856
4,2013-08-11,3097
4,2013-08-12,2062
4,2013-08-13,2294
4,2013-08-14,2456
4,2013-08-15,2556
4,2013-08-16,2715
4,2013-08-17,2978
4,2013-08-18,3028
4,2013-08-19,2036
4,2013-08-20,2409
4,2013-08-21,2428
4,2013-08-22,2584
4,2013-08-23,2708
4,2013-08-24,2949
4,2013-08-25,2941
4,2013-08-26,2065
4,2013-08-27,2439
4,2013-08-28,2366
4,2013-08-29,2481
4,2013-08-30,2764
4,2013-08-31,2955
4,2013-09-01,2890
4,2013-09-02,2008
4,2013-09-03,2189
4,2013-09-04,2137
4,2013-09-05,2465
4,2013-09-06,2569
4,2013-09-07,2680
4,2013-09-08,2799
4,2013-09-09,1938
4,2013-09-10,2273
4,2013-09-11,2223
4,2013-09-12,2492
4,2013-09-13,2622
4,2013-09-14,2744
4,2013-09-15,2855
4,2013-09-16,1878
4,2013-09-17,2222
4,2013-09-18,2189
4,2013-09-19,2391
4,2013-09-20,2632
4,2013-09-21,2652
4,2013-09-22,2833
4,2013-09-23,1913
4,2013-09-24,2259
4,2013-09-25,2230
4,2013-09-26,2282
4,2013-09-27,2502
4,2013-09-28,2640
4,2013-09-29,2844
4,2013-09-30,1892
4,2013-10-01,2087
4,2013-10-02,2062
4,2013-10-03,2166
4,2013-10-04,2435
4,2013-10-05,2428
4,2013-10-06,2643
4,2013-10-07,1717
4,2013-10-08,2067
4,2013-10-09,1966
4,2013-10-10,2242
4,2013-10-11,2321
4,2013-10-12,2469
4,2013-10-13,2706
4,2013-10-14,1818
4,2013-10-15,2043
4,2013-10-16,2103
4,2013-10-17,2148
4,2013-10-18,2384
4,2013-10-19,2529
4,2013-10-20,2606
4,2013-10-21,1768
4,2013-10-22,2110
4,2013-10-23,2062
4,2013-10-24,2306
4,2013-10-25,2377
4,2013-10-26,2500
4,2013-10-27,2660
4,2013-10-28,1758
4,2013-10-29,2112
4,2013-10-30,2049
4,2013-10-31,2242
4,2013-11-01,2545
4,2013-11-02,2688
4,2013-11-03,2891
4,2013-11-04,1901
4,2013-11-05,2273
4,2013-11-06,2293
4,2013-11-07,2398
4,2013-11-08,2460
4,2013-11-09,2696
4,2013-11-10,2916
4,2013-11-11,1962
4,2013-11-12,2201
4,2013-11-13,2270
4,2013-11-14,2430
4,2013-11-15,2472
4,2013-11-16,2799
4,2013-11-17,2982
4,2013-11-18,1994
4,2013-11-19,2223
4,2013-11-20,2303
4,2013-11-21,2336
4,2013-11-22,2593
4,2013-11-23,2688
4,2013-11-24,2894
4,2013-11-25,1870
4,2013-11-26,2210
4,2013-11-27,2278
4,2013-11-28,2398
4,2013-11-29,2549
4,2013-11-30,2633
4,2013-12-01,2078
4,2013-12-02,1371
4,2013-12-03,1588
4,2013-12-04,1570
4,2013-12-05,1706
4,2013-12-06,1830
4,2013-12-07,1927
4,2013-12-08,2077
4,2013-12-09,1324
4,2013-12-10,1600
4,2013-12-11,1514
4,2013-12-12,1609
4,2013-12-13,1816
4,2013-12-14,1945
4,2013-12-15,2076
4,2013-12-16,1362
4,2013-12-17,1604
4,2013-12-18,1613
4,2013-12-19,1680
4,2013-12-20,1839
4,2013-12-21,1937
4,2013-12-22,2110
4,2013-12-23,1354
4,2013-12-24,1559
4,2013-12-25,1661
4,2013-12-26,1717
4,2013-12-27,1782
4,2013-12-28,1915
4,2013-12-29,1993
4,2013-12-30,1334
4,2013-12-31,1547
4,2014-01-01,1586
4,2014-01-02,1804
4,2014-01-03,1887
4,2014-01-04,1992
4,2014-01-05,2178
4,2014-01-06,1473
4,2014-01-07,1660
4,2014-01-08,1637
4,2014-01-09,1803
4,2014-01-10,1848
4,2014-01-11,2039
4,2014-01-12,2129
4,2014-01-13,1449
4,2014-01-14,1685
4,2014-01-15,1681
4,2014-01-16,1817
4,2014-01-17,1839
4,2014-01-18,2033
4,2014-01-19,2061
4,2014-01-20,1448
4,2014-01-21,1587
4,2014-01-22,1689
4,2014-01-23,1799
4,2014-01-24,1973
4,2014-01-25,2037
4,2014-01-26,2122
4,2014-01-27,1438
4,2014-01-28,1658
4,2014-01-29,1652
4,2014-01-30,1742
4,2014-01-31,1911
4,2014-02-01,2165
4,2014-02-02,2486
4,2014-02-03,1569
4,2014-02-04,1892
4,2014-02-05,1899
4,2014-02-06,1944
4,2014-02-07,2055
4,2014-02-08,2169
4,2014-02-09,2352
4,2014-02-10,1559
4,2014-02-11,1771
4,2014-02-12,1884
4,2014-02-13,1966
4,2014-02-14,2094
4,2014-02-15,2244
4,2014-02-16,2357
4,2014-02-17,1549
4,2014-02-18,1784
4,2014-02-19,1818
4,2014-02-20,1911
4,2014-02-21,2120
4,2014-02-22,2201
4,2014-02-23,2332
4,2014-02-24,1594
4,2014-02-25,1761
4,2014-02-26,1893
4,2014-02-27,1945
4,2014-02-28,2119
4,2014-03-01,2623
4,2014-03-02,2861
4,2014-03-03,1883
4,2014-03-04,2163
4,2014-03-05,2189
4,2014-03-06,2352
4,2014-03-07,2511
4,2014-03-08,2606
4,2014-03-09,2872
4,2014-03-10,1887
4,2014-03-11,2143
4,2014-03-12,2201
4,2014-03-13,2372
4,2014-03-14,2558
4,2014-03-15,2666
4,2014-03-16,2749
4,2014-03-17,1996
4,2014-03-18,2225
4,2014-03-19,2219
4,2014-03-20,2259
4,2014-03-21,2483
4,2014-03-22,2603
4,2014-03-23,2847
4,2014-03-24,1851
4,2014-03-25,2100
4,2014-03-26,2207
4,2014-03-27,2367
4,2014-03-28,2540
4,2014-03-29,2679
4,2014-03-30,2788
4,2014-03-31,1921
4,2014-04-01,2652
4,2014-04-02,2562
4,2014-04-03,2747
4,2014-04-04,2861
4,2014-04-05,3209
4,2014-04-06,3371
4,2014-04-07,2203
4,2014-04-08,2551
4,2014-04-09,2526
4,2014-04-10,2824
4,2014-04-11,2924
4,2014-04-12,3043
4,2014-04-13,3284
4,2014-04-14,2157
4,2014-04-15,2564
4,2014-04-16,2506
4,2014-04-17,2803
4,2014-04-18,2820
4,2014-04-19,3158
4,2014-04-20,3286
4,2014-04-21,2226
4,2014-04-22,2544
4,2014-04-23,2603
4,2014-04-24,2711
4,2014-04-25,2882
4,2014-04-26,3083
4,2014-04-27,3359
4,2014-04-28,2220
4,2014-04-29,2536
4,2014-04-30,2553
4,2014-05-01,2941
4,2014-05-02,3127
4,2014-05-03,3373
4,2014-05-04,3480
4,2014-05-05,2306
4,2014-05-06,2756
4,2014-05-07,2649
4,2014-05-08,2915
4,2014-05-09,3127
4,2014-05-10,3352
4,2014-05-11,3467
4,2014-05-12,2333
4,2014-05-13,2809
4,2014-05-14,2781
4,2014-05-15,2951
4,2014-05-16,3212
4,2014-05-17,3347
4,2014-05-18,3473
4,2014-05-19,2329
4,2014-05-20,2797
4,2014-05-21,2789
4,2014-05-22,3069
4,2014-05-23,3035
4,2014-05-24,3266
4,2014-05-25,3608
4,2014-05-26,2494
4,2014-05-27,2740
4,2014-05-28,2736
4,2014-05-29,2998
4,2014-05-30,3122
4,2014-05-31,3390
4,2014-06-01,3787
4,2014-06-02,2420
4,2014-06-03,2884
4,2014-06-04,2957
4,2014-06-05,3136
4,2014-06-06,3308
4,2014-06-07,3549
4,2014-06-08,3727
4,2014-06-09,2473
4,2014-06-10,3021
4,2014-06-11,2822
4,2014-06-12,3046
4,2014-06-13,3366
4,2014-06-14,3564
4,2014-06-15,3757
4,2014-06-16,2492
4,2014-06-17,2945
4,2014-06-18,2872
4,2014-06-19,3181
4,2014-06-20,3364
4,2014-06-21,3765
4,2014-06-22,3675
4,2014-06-23,2557
4,2014-06-24,2910
4,2014-06-25,2946
4,2014-06-26,3223
4,2014-06-27,3427
4,2014-06-28,3596
4,2014-06-29,3738
4,2014-06-30,2546
4,2014-07-01,3034
4,2014-07-02,3077
4,2014-07-03,3340
4,2014-07-04,3526
4,2014-07-05,3854
4,2014-07-06,4060
4,2014-07-07,2617
4,2014-07-08,3164
4,2014-07-09,3063
4,2014-07-10,3342
4,2014-07-11,3535
4,2014-07-12,3715
4,2014-07-13,3945
4,2014-07-14,2675
4,2014-07-15,3136
4,2014-07-16,3061
4,2014-07-17,3318
4,2014-07-18,3536
4,2014-07-19,3696
4,2014-07-20,4078
4,2014-07-21,2605
4,2014-07-22,3117
4,2014-07-23,3158
4,2014-07-24,3335
4,2014-07-25,3580
4,2014-07-26,3902
4,2014-07-27,4047
